Producto;DescripciÃ³n;Fabricante;Costo;Stock Total
4AM38428DD100;TRANSFORMADOR D/CONTROL 100VA;39;177.814869;0.0
4AM38428DD400FA0;TRANSFORMADOR D/CONTROL 160VA;39;177.005304;0.0
4AM3KV480;TRANSFORMADOR D/CONTROL 480/240-120/240 3KVA;39;253.150443;0.0
4AM40428DD400FA0;TRANSFORMADOR D/CONTROL 250VA;39;185.25;0.0
4AM46428DD400FA0;TRANSFORMADOR D/CONTROL 400VA;39;444.93;0.0
4AM52428DD400FA0;TRANSFORMADOR D/CONTROL 630VA;39;362.302514;0.0
4AM57425AT100FD0;TRANSFORMADOR DE CONTROL 0.75 KVA;39;0.0;0.0
4AM57428DD400FA0;TRANSFORMADOR D/CONTROL 1000VA;39;702.68;0.0
4EP400020S00;BOBINA SINAMICS;39;224.389966;0.0
5.0HP18KSIE-S;Motor Monofacico 5.HP- SIEMENS;39;245.96;0.0
5.0HP18RB-SIE;MOT.TRIFASICO 230/460V 5HP 1800RPM 184T GP100 A7B10001013479;39;209.55;0.0
5.0HP18RB-SIE-S;MOTOR MONOFASICO 230V 5HP 1800 RPM;39;675.0;0.0
5.0HP36kRB-SIE;Motor Trifacico,5.0 HP 3600rpm,Siemens;39;213.876106;0.0
5.0HP36kRB-SIE-S;Motor Monofacico3600 RPM   5.0 HP;39;100.0;0.0
5.HP18CRB-SIE;MOTOR Trifacico 5.HP 1800rpm Siemens;39;179.3;0.0
50.HP18CRB-SIE;MOT. TRIFASICO 230/460V 50HP 1800RPM GP 100;39;1930.176991;0.0
5BA2413P;CABLE 3X70/35 MM2 RETENAX IRIS TECH;39;47.329312;0.0
5BE1445P;CABLE 30X1.5MM2 EUROFLAM;39;9.72;0.0
5GT5125;TERMINAL ENTALLAR 70 MM2;39;1.12;0.0
5SA231;FUSIBLE DIAZED E16  6A;39;0.0;0.0
5SB221;CARTUCHO FUSIBLES DIAZED;39;0.500004;0.0
5SB231;FUSIBLE DIAZED E27 6A;39;1.03;5.0
5SB251;FUSIBLE DIAZED E27 500V 10A;39;0.501379;0.0
5SB261;FUSIBLE DIAZED E27 500V 16A;39;0.52;0.0
5SB271;FUSIBLE DIAZED E27 500V 20A;39;0.6;0.0
5SB281;FUSIBLE DIAZED E27 500V 25A;39;1.453395;0.0
5SB411;FUSIBLE DIAZED E33 500V 35A;39;2.244213;0.0
5SB421;FUSIBLE DIAZED E33 500V 50A;39;1.294171;0.0
5SB431;FUSIBLE DIAZED E33 500V 63A;39;1.6;0.0
5SF1205;BASE ABIERTA  PARA FUSIBLE  E33 63A;39;8.800109;0.0
5SH112;TAPA ROSCADA E27, 25A;39;0.72;0.0
5SL61017CC;"""automático magnetotérmico C1 230/400 V; 6kA; de 1 polo; característica C; In=1 A""";39;8.450016;2.0
5SL61027CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 2 A;39;8.500109;0.0
5SL61047CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 4 A;39;8.45;4.0
5SL61067CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 6 A;39;8.471313;9.0
5SL6107CC;AUTOMATO 1P, 10A 6KA;39;0.0;0.0
5SL61107CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 10 A;39;4.75;2.0
5SL61167CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 16 A;39;4.750001;15.0
5SL61207CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 20 A;39;4.7825;0.0
5SL61257CC;"""automático magnetotérmico C25 230/400 V; 6kA; de 1 polo; característica C; In=25 A""";39;4.75;3.0
5SL61327CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 32 A;39;8.806;0.0
5SL61407CC;automático magnetotérmico 230/400 V 6 kA, 1 polo, C, 40 A;39;6.88;12.0
5SL61507CC;"""automático magnetotérmico C50 230/400 V; 6kA; de 1 polo; característica C; In=50 A""";39;6.180013;8.0
5SL61637CC;"""automático magnetotérmico C63 230/400 V; 6kA; de 1 polo; característica C; In=63 A""";39;6.180006;7.0
5SL62017CC;"""automático magnetotérmico C1 400 V; 6kA; de 2 polos; característica C; In=1 A""";39;16.249942;4.0
5SL62027CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 2 A;39;16.297108;2.0
5SL62027MB;automático magnetotérmico 400 V 6 kA, 2 polos, C, 2 A;39;16.25;0.0
5SL62037LS;"""automático magnetotérmico C3 400 V; 6kA; de 2 polos; característica C; In=3 A""";39;18.2;0.0
5SL62047CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 4 A;39;20.249558;4.0
5SL62067CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 6 A;39;16.25;0.0
5SL6206-7CC;AUTOMATO 6A 2P 380V;39;16.250062;0.0
5SL62107CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 10 A;39;16.25;0.0
5SL62107MB;AUTOMATO 2P, 10A 6KA;39;0.0;0.0
5SL62167CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 16 A;39;8.645447;1.0
5SL6220-7CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 20 A;39;9.739882;0.0
5SL62257CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 25 A;39;8.45;8.0
5SL62327CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 32 A;39;9.27;4.0
5SL62407CC;automático magnetotérmico 400 V 6 kA, 2 polos, C, 40 A;39;11.57;0.0
5SL62507CC;AUTOMATO 2P, 50A 6KA;39;9.1;0.0
5SL62637CC;AUTOMATO 2P, 63A 6KA;39;17.55;0.0
5SL63027CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 2 A;39;20.8;3.0
5SL63047CC;"""automático magnetotérmico C4 400 V; 6kA; de 3 polos; característica C; In=4A""";39;20.734549;9.0
5SL6306-7CC;AUTOMATO 6A, 3P, 380V;39;20.800109;0.0
5SL63107CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 10 A;39;16.9;4.0
5SL63167CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 16 A;39;16.9;1.0
5SL63207CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 20 A;39;16.899937;0.0
5SL63257CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 25 A;39;16.9;0.0
5SL63327CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 32 A;39;16.603745;6.0
5SL63407CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 40 A;39;27.72;5.0
5SL63507CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 50 A;39;27.72;6.0
5SL63637CC;automático magnetotérmico 400 V 6 kA, tripolar, C, 63 A;39;24.05;0.0
5SM0216-3;Bloqueado;39;18.97;0.0
5ST1141;PERFIL 35X27X27, 3X1,0MM L=2000MM, SON 0::;39;5.198377;4.0
5ST2501;BLOQUE DISTRIBUIDOR 1 POLOS 125 A;39;21.55;4.0
5ST2502;BLOQUE DISTRIBUIDOR 4 POLOS 125 A;39;21.7;0.0
5ST3010;INTERR. AUXILIAR CORRIENTE;39;17.058622;8.0
5ST3045;BOBINA DE BAJA TENSION 24VDC;39;182.62;0.0
5SV0000;GABINETE METÁLICO 300X200X200MM;39;68.07;2.0
5SV0001;CAJA METALICA 40X30X20 IP66 SERBOX;39;55.0;0.0
5SV0100;CAJA TIPO SV1 50X30X25CM;39;113.33;3.0
5SV0200;CAJA TIPO SV2 60X40X25CM;39;145.86;1.0
5SV0210;CAJA TIPO SV2 60X60X25CM;39;85.5;0.0
5SV0300;CAJA TIPO SV3 70X50X25CM;39;154.053489;0.0
5SV0400;CAJA TIPO SV4 80x50x25;39;213.6;0.0
5SV33116;INTERRUPTOR DIFERENCIAL 2 POLOS;39;38.35;0.0
5SV4312-0;INTERRUPTOR DIFERENCIAL DE 25A 2P 30MA 230V;39;20.07;3.0
5SV4314-0;INTERRUPTOR DIFERENCIAL DE 40A 2P 30MA 230V;39;30.75;0.0
5SW1200;CAJA PARA AUTOMATO;39;0.0;0.0
5SX11017;AUTOMATO 1P 1A;39;8.45;0.0
5SX11027;AUTOMATO 1P-2A;39;8.45;1.0
5SX11047;AUTOMATO 1P-4A;39;8.454546;0.0
5SX11067;AUTOMATO 1P-6A;39;8.449984;0.0
5SX11107;AUTOMATO 1P-10A;39;4.743603;0.0
5SX11167;AUTOMATO 1P-16A;39;4.746261;1.0
5SX11207;AUTOMATO 1P-20A;39;4.75;0.0
5SX11257;AUTOMATO 1P-25A;39;4.75;0.0
5SX11327;AUTOMATO 1P-32A;39;4.741115;12.0
5SX11507;AUTOMATO 1P-50A;39;3.424996;0.0
5SX11707;AUTOMATO 1P-70A;39;3.569982;0.0
5SX12017;AUTOMATO 2P 1A;39;16.25;0.0
5SX12027;AUTOMATO 2A 2P 230V;39;16.25;0.0
5SX12047;AUTOMATO 2P 4A;39;14.125;0.0
5SX12067;AUTOMATO 2P-6A;39;16.250059;0.0
5SX12107;AUTOMATO 2P 10A;39;8.45;0.0
5SX12207;INTERRUPRTO PARA RIEL 5SX 2P 20A;39;10.0;0.0
5SX12257;AUTOMATO 2P 25A;39;11.220004;0.0
5SX12407;AUTOMATO 2P 40 A;39;14.46;0.0
5SX12507;AUTOMATO 2P 50  A;39;11.220004;0.0
5SX12637;AUTOMATO 2P-63A;39;17.55;0.0
5SX13027;AUTOMATO 3P 2A;39;20.800439;0.0
5SX13047;AUTOMATO 3P;39;20.8;0.0
5SX13067;AUTOMATO 3P  6A;39;20.8;0.0
5SX13107;AUTOMATO 10A 3P 380V;39;16.903521;0.0
5SX13167;AUTOMATO 3P 16A;39;22.98;0.0
5SX13207;AUTOMATO 20A 3P 380V;39;16.9;0.0
5SX13257;AUTOMATO 3P  25AA;39;16.900006;0.0
5SX13407;AUTOMATO 3P 40A;39;16.9;2.0
5SX13507;AUTOMATO 3P  50A;39;16.900006;0.0
5SX13637;AUTOMATO 3P 63 A;39;24.377562;0.0
5SX13707;AUTOMATO 3P 70 A;39;24.37;0.0
5SX13801;AUTOMATO 3P 80 A;39;24.37;0.0
5SX21167;AUTOMATO 1P-16A 400V 30KA;39;5.239975;0.0
5SX21407;AUTOMATO 1P 40AMP;39;29.25;0.0
5SX22167;AUTOMATO 2P-16A 400V 30KA;39;10.556645;0.0
5SX22257;AUTOMATO 2P-25A 400V 30KA (Bloqueado);39;12.29994;0.0
5SX22327;AUTOMATO 2P-32A 400V 30KA;39;6.659967;0.0
5SX22507;AUTOMATO 2P-50A 400V 30KA;39;11.119946;0.0
5SX22637;AUTOMATO 2P-63A 400V 30KA;39;11.819943;0.0
5SX23167;AUTOMATO 3P-16A 400V 30KA;39;27.429867;0.0
5SX23327;AUTOMATO 3P-32A 400V 30KA;39;12.479939;0.0
5SX9100;INTERRUPTOR 1NA+1NC;39;27.628833;0.0
5TT41050;TELEMANDO 220V 16 AMP.;39;29.25;0.0
5TT4111-2;TELERRUPTOR 220V 16 AMP.;39;26.296913;53.0
5TT5531;TELEMANDO 220V TT31 16 AMP.;39;27.8;0.0
5TT5536;TELEMANDO 220V TT55;39;32.5;0.0
5UR4006;TOMA HEMBRA 16 A 3P;39;23.4;0.0
5UR4076;ENCHUFE CEKTON 16A 400V 4P;39;15.6;0.0
5UR4256;TOMA CEKTON  32A 400V, 4P, PORTATIL, HEMBRA;39;35.0;0.0
5UR4276;ENCHUFE CEKTON 32A 400V 4P MACHO;39;10.4;0.0
5UR4576;ENCHUFE CEKTON CEE 63A 400V 4P;39;41.830763;0.0
5VC05507;PERNO HEXAGONAL M10X30;39;0.32;0.0
5VC05514-SIE;PERNO HEXAGONAL M10X60;39;0.499918;0.0
5VC06010-SIE;TUERCA HEXAGONAL M10;39;0.139986;0.0
5VC07010-SIE;ARANDELA LISA M10;39;0.06;0.0
5VC08010-SIE;ARANDELA PRESION M10;39;0.069631;0.0
60.HP18CRB-SIE;MOT. TRIFASICO 230/460V 60HP 1800RPM GP 100;39;1904.637169;0.0
6AV21000AA080AH5;"""SIMATIC WinCC Basic V18, software de ingeniería en el TIA Portal; Floating License; software, documentación y License Key para descargar; clase A; en 9 idiomas: de,en,zh incluidos,""";39;99.17;0.0
6AV21020AA080AA5;"""SIMATIC WinCC Advanced V18, software de ingeniería en el TIA Portal; Floating License; SW y documentación en DVD; License Key en memoria USB; clase A; en 9 idiomas: de,en,zh incluidos,""";39;2154.0;0.0
6AV21232GB030AX0;"""SIMATIC HMI, KTP700 Basic, Basic Panel, Manejo con teclado/táctil, pantalla TFT de 7"""", 65536 colores, Interfaz PROFINET, configurable a partir de WinCC Basic V13/ STEP 7 Basic V13, incluye""";39;706.584735;5.0
6AV21232JB030AX0;"""SIMATIC HMI, KTP900 Basic, Basic Panel, Manejo con teclado/táctil, pantalla TFT de 9"""", 65536 colores, Interfaz PROFINET, configurable a partir de WinCC Basic V13/ STEP 7 Basic V13, incluye""";39;1089.44;1.0
6AV2123-2MA03-0AX0;"""SIMATIC HMI, KTP1200 Basic DP, Basic Panel, Manejo con teclado/táctil, pantalla TFT de 12"""", 65536 colores, Interfaz PROFIBUS, configurable a partir de WinCC Basic V13/ STEP 7 Basic V13, incluye""";39;1887.83;0.0
6AV21240GC010AX0;"""SIMATIC HMI TP700 Comfort, Comfort Panel, mando táctil, pantalla panorámica TFT 7"""", 16 millones de colores, interfaz PROFINET, interfaz MPI/PROFIBUS DP, memoria de configuración de 12 MB,""";39;1251.97;0.0
6AV21240JC010AX0;"""SIMATIC HMI TP900 Comfort, Comfort Panel, mando táctil, pantalla panorámica TFT 9"""", 16 millones de colores, interfaz PROFINET, interfaz MPI/PROFIBUS DP, memoria de configuración de 12 MB,""";39;376.712479;0.0
6AV21240MC010AX0;"""SIMATIC HMI TP1200 Comfort, Comfort Panel, mando táctil, pantalla panorámica TFT 12"""", 16 millones de colores, interfaz PROFINET, interfaz MPI/PROFIBUS DP, memoria de configuración de 12 MB,""";39;2704.93;0.0
6AV2128-3MB06-0AX0;"""SIMATIC HMI MTP1200, Unified Comfort Panel, mando táctil, pantalla TFT widescreen de 12,1"""", 16 millones de colores, Interfaz PROFINET, configurable a partir de WinCC Unified Comfort V16, incluye""";39;2831.54;0.0
6AV21818XP000AX0;tarjeta de memoria SD SIMATIC Secure Digital Card de 2 GB para equipos con el correspondiente slot, volumen de suministro: 1 tarjeta de memoria;39;94.835112;0.0
6AV66400CA110AX1;SINAMATIC TOUCH PANEL;39;552.5;0.0
6AV66470AB113AX0;"""*** repuesto *** SIMATIC HMI KTP600 Basic mono PN, Basic Panel, mando con teclado/táctil, display STN de 6"""", 4 niveles de gris, interfaz PROFINET, configurable a partir de WinCC flexible 2008""";39;886.47;0.0
6AV66470AH113AX0;SINAMATIC HMI KP300 BASIC MONO PN, Basic Panel;39;423.51;0.0
6AV66470AN113AX0;SINAMATIC HMI;39;195.0;1.0
6AV66517KA013AA4;KIT DE INICIO BÁSICO S71200 + KTP400;39;0.0;0.0
6AV68810AP400AA0;tarjeta SIMATIC SD-Indoor 32 GB, Secure Digital Card, uso en interiores, utilizable con TIA V16 o superior, volumen de suministro: 1 tarjeta de memoria;39;237.835;0.0
6CS222-1HF22-0XA0;MODULO DIGITAL 222;39;0.0;0.0
6ED10521CC000B6;LOGO 12/24 8E 4EDE/4EA;39;80.6;0.0
6ED1052-1CC01-0BA8;LOGO 230RC MOD LOGICO 24 V/24 V/24 V TRANS8ED/4SD;39;85.2;0.0
6ED10521CC080BA1;LOGO! 24CE, módulo lógico, display FA/E/S: 24 V/24 V/24 V trans., 8 DI (4 AI)/4 DO, mem. 400 bloques, posibilidad de ampliación modular, Ethernet servidor web integrado, Datalog, páginas web;39;129.26;0.0
6ED10521FB000BA6;LOGO 230RC 110-240V 8DI/4DO 200 BLOCK;39;78.0;0.0
6ED10521FB000BA7;LOGO 230RC 110-240V 8DI/4DO 200;39;113.229972;0.0
6ED10521FB000BA8;LOGO 230RC MOD LOGICO 115V/230V REL8ED/4SD;39;90.882575;0.0
6ED10521FB080BA0;LOGO 230RC MOD LOGICO 115V/230V REL8ED/4SD;39;116.632483;0.0
6ED10521FB080BA1;LOGO! 230RCE,módulo lógico, display FA/E/S: 115V/230V/relé, 8 DI/4 DO, mem. 400 bloques, posibilidad de ampliación modular, Ethernet, servidor web integrado, Datalog, páginas web personalizadas,;39;128.876402;12.0
6ED10521HB000BA6;LOGO 24 RC, 24 VAC/8DE/4SD;39;80.520597;0.0
6ED10521HB000BA8;LOGO 24 RC VAC/8ED/4SD V8;39;85.2;0.0
6ED10521HB080BA0;LOGO 24 RC, 24 VAC/8DE/8SD;39;113.508735;0.0
6ED10521HB080BA1;LOGO! 24RCE, módulo lógico,display FA/E/S: 24 V AC/DC 24 V/relé, 8 DI/4 DO, mem. 400 bloques, posibilidad de ampliación modular, Ethernet, servidor web integrado, Datalog, páginas web;39;125.55;8.0
6ED10521M000BA6;6ED10521MD000BA6=LOGO 12/24RC 8DI(4A1)/4DO 200 BLOCKS;39;80.580969;0.0
6ED10521MD000BA6;LOGO 12/24 8E 4EDE/4EA;39;129.55;1.0
6ED10521MD000BA7;LOGO 12/24RC 8ED/4SD;39;117.615015;0.0
6ED10521MD000BA8;LOGO 12/24RC MODULO LOGICO REL8ED/4SD;39;85.356298;0.0
6ED10521MD080BA0;LOGO 12/24, VDC 8DE/4SD;39;113.509963;0.0
6ED10521MD080BA1;LOGO! 12/24RCE, mód. lógico, display FA/E/S: 12/24 V DC/relé, 8 DI (4 AI)/4 DO, mem. 400 bloques, posibilidad de ampliación modular, Ethernet, servidor web integrado, Datalog, páginas web;39;125.628901;17.0
6ED10551CB000BA2;Módulo de ampliación LOGO! DM8 24, FA/E/S: 24V/24V/trans., 4 DI/4 DO para LOGO! 8;39;60.329869;0.0
6ED1055-1CB00-0BA2;MODULO DE EXPANSION P/LOGO DM8 24V/24V/TRANS;39;41.4;0.0
6ED10551CB100BA0;MODULO DM16 24VDC;39;0.0;0.0
6ED10551CB100BA2;MODULO DM16 24VDC;39;71.62;0.0
6ED1055-1CB10-0BA2;MODULO DM16 24VDC/24 V DC/TRANS;39;61.8;0.0
6ED10551FB000BA1;*** Repuesto *** Módulo ampl. LOGO! DM8 230R, FA/E/S: 230 V/230 V/relé, 2 mód., 4 DI/4 DO;39;64.072298;0.0
6ED10551FB000BA2;Módulo ampl. LOGO! DM8 230R, FA/E/S: 230V/230V/relé, 2TE, 4 DI/4 DO para LOGO! 8;39;65.36;13.0
6ED10551FB100BA0;Modulo ampliacion p/LOGO DM16 230V 8ED/8SD;39;74.75;0.0
6ED10551FB100BA2;Módulo ampl. LOGO! DM16 230R, FA/E/S: 230V/230V/relé, 4 TE, 8 DI/8 DO para LOGO! 8;39;106.63;3.0
6ED10551HB000BA0;*** Repuesto *** Módulo ampl. LOGO! DM8 24R, FA/E/S: 24 V/24 V/relé, 2 mód. 4 DI/4 DO, AC/DC/NPN Input;39;45.5;0.0
6ED10551HB000BA2;Módulo ampl. LOGO! DM8 24R, FA/E/S: 24V/24V/relé, 2TE 4 DI/4 DO, AC/DC/NPN Input para LOGO! 8;39;65.3925;6.0
6ED10551MA000BA0;*** Repuesto *** Módulo de ampliación LOGO! AM2, alimentación: 12/24 V DC, 2 AI, 0-10 V o 0-20 mA;39;67.47;1.0
6ED10551MA000BA2;Módulo de ampliación LOGO! AM2, alimentación: DC 12/24V, 2 AI, 0-10V o 0/4-20 mA para LOGO! 8;39;79.789624;6.0
6ED10551MB000BA1;*** Repuesto *** Módulo ampl. LOGO! DM8 12/24R, FA/E/S: 12, 24 V/12 V/24 V/relé, 2 mód., 4 DI/4 DO;39;44.2;1.0
6ED10551MB000BA2;Módulo ampl. LOGO! DM8 12/24R, FA/E/S: 12, 24V/12V/24V/relé, 2TE, 4 DI/4 DO para LOGO! 8;39;65.381778;5.0
6ED10551MD000BA0;MODULO P/LOGO AM2 PT100;39;63.699115;0.0
6ED10551MD000BA1;LOGO AM2 RTD 2EA, -50.. +200°;39;63.7;0.0
6ED10551MD000BA2;Módulo ampl. LOGO! AM2 RTD, alimentación: DC 12/24V, 2 AI –50...+200 °C Pt100/1000 para LOGO! 8;39;96.32;5.0
6ED10551MM000BA1;MOD. ANALOGICO LOGO AM2 AQ 2SA 0-10V 0/4-20mA;39;98.61;0.0
6ED10551MM000BA2;Módulo de ampliación LOGO! AM2 AQ, alimentación: DC 24V, 2 AO, 0-10V, 0/4-20 mA para LOGO! 8;39;114.429822;7.0
6ED10551NB100BA0;MODULO DM16 24VDC;39;68.25;0.0
6ED10551NB100BA2;Módulo ampl. LOGO! DM16 24R, FA/E/S: DC 24V/DC 24V/relé, 8 DI/8 DO, 4TE para LOGO! 8;39;103.206666;3.0
6ED10554MH000BA0;LOGO TD TEXTDISPLAY;39;98.68;2.0
6ED10554MH000BA1;LOGO TD DISPLAY TEXTOS, DESDE OBA6;39;96.5625;0.0
6ED10554MH080BA0;*** repuesto *** visualizador de textos LOGO! TD, de 6 líneas, 3 colores de fondo, 2 puertos Ethernet, accesorios de montaje para LOGO! 8;39;128.39;0.0
6ED10554MH080BA1;visualizador de texto LOGO! TD, de 6 líneas, 3 colores de fondo, 2 puertos Ethernet, accesorios de montaje para LOGO! 8;39;139.033809;11.0
6ED10571AA010BA0;CABLE PC-USB P/LOGO;39;104.125;0.0
6ED10571RJ45;CABLE DE COMUNICACION RJ45;39;0.0;0.0
6ED10573AA020BA0;LOGO BOX 230RC;39;225.780388;0.0
6ED10573BA020AA6;NEW LOGOBOX;39;227.5;0.0
6ED10573BA020AA8;LOGO: STARTER KIT 230RC;39;246.666667;4.0
6ED10580BA020YA0;LOGO SOFT COMFORT V6.0;39;40.725;0.0
6ED10580BA020YA1;LOGO SOFT COMFORT V7;39;29.35;0.0
6ED10580BA080YA1;LOGO! Soft Comfort V8, Single License para 1 instalación E-SW, SW y documentación en DVD, en 6 idiomas, ejecutable en Windows XP, 7, 8, 10 (32 y 64 bits), Mac OSx 10.7 Lion a hasta Mac OSx El;39;43.55;1.0
6EP0-30VT5A;FUENTE 0-30 VDC, 5A REGULABLE;39;135.0;0.0
6EP12VT5A;FUENTE 12 VDC, 5A;39;19.471579;0.0
6EP1330GB000AY0;SITOP UPS1100 MODULO DE BATERIA 24V DC 3,2 A;39;228.28;0.0
6EP13311SH03;LOGO POWER 24V;39;35.099934;0.0
6EP13321SH12;LOGO POWER 2.5 UNIVERSAL;39;72.260096;0.0
6EP13321SH42;LOGO POWER 24V;39;45.500144;0.0
6EP13321SH43;LOGO POWER 24V;39;52.0;0.0
6EP13332BA01;SITOP SMART 120 W;39;135.999208;0.0
6EP13332BA20;SITOP POWER 120-240 V SALIDA 24 VDC 5A S;39;126.874858;6.0
6EP133421SH43;SITOP POWER 2.5A 24V;39;47.710584;0.0
6EP13342AA01;SITOP POWER BASIC LI;39;174.699886;0.0
6EP13342BA20;SITOP POWER 24V/10A;39;186.45;4.0
6EP13363BA00;SITOP MODULAR 20A FUENTE 24VDC;39;300.82;0.0
6EP14363BA00;SITOP MODULAR 20A FUENTE 24VDC , ENTRADA : 400-500V;39;301.699547;0.0
6EP14373BA00;SITOP MODULAR 40A FUENTE 24VDC , ENTRADA : 400-500V;39;0.0;0.0
6EP19312DC21;SITOP POWER MODULO;39;203.25;0.0
6EP19312EC21;SITOP POWER MODULO DC USV 24V;39;249.5;0.0
6EP19312EC42;Módulo SITOP DC-USV 24 V/15 A SAI fuente de alimentación con interfaz USB entrada: DC 24 V/16 A;39;309.67;2.0
6EP19356MD11;SITOP MOD ACUMUL 24 V 3.2 AH;39;294.041129;1.0
6EP33326SB000AY0;LOGO!POWER 24 V/2,5 A fuente de alimentación estabilizada entrada: 100-240 V AC salida: 24 V DC/2,5 A;39;62.122578;1.0
6EP34368SB000AY0;SITOP PSU8200 24V/20A STABILIZED POWER SUPPLY;39;0.0;0.0
6EP34377SB003AX0;SITOP PSU6200 24V/40A FUENTE ALIMENTACION ESTABILIZADA, ENT 400-500 VAC, SAL 24VDC/40A;39;350.0;0.0
6EP34378SB000AY0;SITOP PSU8200 24V/40A STABILIZED POWER SUPPLY;39;0.0;0.0
6EP41330GB000AY0;módulo de batería SITOP UPS DC 24 V DC 3,2 Ah;39;211.968478;1.0
6EP41343AB000AY0;SITOP UPS1600 10 A 24V DC/10 A;39;200.57;0.0
6EP41363AB000AY0;SITOP PSU8200 24V/20A POWER SUPPLY ESTABILIZADA 20A, IN 120/230V OUT 110/220V;39;0.0;0.0
6EP5VT10A;FUENTE 5 VDC, 10A;39;19.811607;0.0
6ES59800AE11;BATERIA PARA SIMATIC 3.6 V AA;39;25.349558;0.0
6ES5980-0MA11;BATERIA TAMPON 95-100U;39;62.75;0.0
6ES71314BB010AA0;SIMATIC DP, MODULO ET 200S, 2 DI 24V;39;205.0;9.0
6ES7131-4FB00-0AB0;SIMATIC DP, MODULO ET 200S, 2 DI 230V;39;177.0;0.0
6ES71316BF010BA0;SIMATIC ET 200SP, módulo de entradas digitales, DI 8x 24VDC Standard, tipo de entrada 3 (CEI 61131), Sink Input, (PNP, tipo p), embalaje 1 pieza, apto para tipo de UB A0, código color CC01,;39;79.361416;0.0
6ES7132-4BD02-0AA0;SIMATIC DP, 5 módulos electrónicos para ET 200S, 4 DO estándar DC 24V/0,5A;39;173.25;0.0
6ES71326FD000BB1;SIMATIC ET 200SP, módulo de salida digital DQ 4x 24..230V AC/2A estándar adecuado para tipo de BU B1, Código de color CC41, diagnóstico de módulo;39;224.859306;0.0
6ES71344GB110AB0;"""*** Repuesto *** SIMATIC DP, módulo electrónico para ET 200S, 2 AI I-4DMU estándar 15 mm de ancho +/-20 mA; 13 bits + signo 4...20 mA; 12 bits para transductores de medida a 4 hilos tiempo de""";39;218.244933;0.0
6ES71344JB510AB0;SIMATIC DP, módulo electrónico para ET 200S, 2/4 AI, Pt100;39;280.52;0.0
6ES71346HD010BA1;SIMATIC ET 200SP, módulo de entradas analógicas, AI 4XU/I 2 hilos Standard, 1 unid. por paquete, código de color CC00, código color CC03, diag. módulo, 16bit, +/-0,3%,;39;336.299681;0.0
6ES71354GB010AB;SIMATIC DP, módulo electrónico ET 200S, 2 AO I 4...20 mA;39;195.24;0.0
6ES7138-4CA01-0AA0;SIMAC ET 200S 24V DC;39;63.185841;0.0
6ES71384CB110AB0;SIMATIC DP MODULO DE POTENCIA;39;50.0;0.0
6ES7138-4DA04-0AB0;SIMAC ET 200 S 24V 100KHZ;39;203.25;0.0
6ES7151-1AA06-0AB0;SIMATIC S7, MODULO ET 200 S  IM 151-1;39;255.75;0.0
6ES7151-1BA02-0AB0;SIMAC ET 200S 24V DC;39;256.1;0.0
6ES71531AA030XB0;SIMATIC S7, MODULO ET 200;39;270.0;0.0
6ES71936BP200BB1;SIMATIC ET 200SP, BaseUnit BU20-P12+A0+4B, BU tipo B1, unidad de embalaje: 1 unidad, Bornes de resorte de inserción rápida, sin bornes AUX, puenteados hacia la izquierda, An x Al: 20 x 117 mm;39;33.07412;0.0
6ES71936BP200DA0;SIMATIC ET 200SP, BaseUnit BU15-P16+A10+2D, BU tipo A0, Bornes de resorte de inserción rápida, con 10 bornes AUX, nuevo grupo de carga, An x Al: 15 x 141 mm;39;44.260319;0.0
6ES7212-1AE40-0XB0;"SIMATIC S7-1200, CPU 1212C, CPU compacta,DC/DC/DC, I/O integrada: 8 DI DC 24V; 6 DO 24V DC";39;242.91;0.0
6ES72121BD300XB0;"""***Repuesto*** SIMATIC S7-1200, CPU 1212C, CPU compacta AC/DC/relé, E/S INTEGRADAS: 8 DI DC 24V; 6 DO, relé 2 A; 2 AI 0-10V DC, alimentación: AC 85-264 V AC con 47-63 Hz, memoria de""";39;242.91;1.0
